title,release_year,release_month,release_day,budget_$,domestic_box_office_$,worldwide_box_office_$
The Skeleton Key,2005,Aug,12,40000000,47907715,92256918
Jersey Boys,2014,Jun,18,40000000,47047013,65282732
Made of Honor,2008,May,2,40000000,46012734,106548738
The Rainmaker,1997,Nov,21,40000000,45916769,45916769
Medicine Man,1992,Feb,7,40000000,44948240,44948240
Amistad,1997,Dec,12,40000000,44212592,58250151
A Million Ways to Die in The West,2014,May,28,40000000,42720965,86778557
Final Destination 5,2011,Aug,12,40000000,42587643,155011165
Widows,2018,Nov,9,40000000,42402632,75984700
Fever Pitch,2005,Apr,8,40000000,42071069,50071069
Aliens vs. Predator - Requiem,2007,Dec,25,40000000,41797066,128884494
The Water Horse: Legend of the Deep,2007,Dec,25,40000000,40412817,103429755
Sex Tape,2014,Jul,16,40000000,38543473,126069509
Scream 4,2011,Apr,15,40000000,38180928,95989590
Ri¢hie Ri¢h,1994,Dec,21,40000000,38087756,38087756
Autumn in New York,2000,Aug,11,40000000,37752931,90717684
Paul,2011,Mar,18,40000000,37412945,101162106
The Guilt Trip,2012,Dec,19,40000000,37134215,41294674
Colombiana,2011,Aug,26,40000000,36665854,72295262
8MM,1999,Feb,26,40000000,36443442,96398826
The Commuter,2018,Jan,11,40000000,36343858,118509836
Hanging Up,2000,Feb,18,40000000,36037909,51867723
The Doors,1991,Mar,1,40000000,34416893,34420595
Mickey Blue Eyes,1999,Aug,20,40000000,33864342,53864342
The Spy Who Dumped Me,2018,Aug,1,40000000,33562069,77303614
Pay it Forward,2000,Oct,20,40000000,33508922,55696705
Arthur,2011,Apr,8,40000000,33035397,47787943
Drillbit Taylor,2008,Mar,21,40000000,32862104,49686263
Patriots Day,2016,Dec,21,40000000,31886361,52837989
Extremely Loud and Incredibly Close,2011,Dec,25,40000000,31847881,55247881
The Shadow,1994,Jul,1,40000000,31835600,31835600
Transporter 3,2008,Nov,26,40000000,31715062,112930957
Morning Glory,2010,Nov,10,40000000,31011732,59795070
Get Rich or Die Tryin',2005,Nov,9,40000000,30981850,46666955
Long Shot,2019,May,1,40000000,30316271,53624424
The Art of War,2000,Aug,25,40000000,30199105,40390931
Grudge Match,2013,Dec,25,40000000,29817991,69817991
Bless the Child,2000,Aug,11,40000000,29374178,40435694
Rent,2005,Nov,23,40000000,29077547,31670620
The Out-of-Towners,1999,Apr,2,40000000,28544120,28544120
The Nut Job 2: Nutty by Nature,2017,Aug,11,40000000,28370522,57438389
The Island of Dr. Moreau,1996,Aug,23,40000000,27682712,27682712
The Musketeer,2001,Sep,7,40000000,27053815,27053815
Resident Evil: The Final Chapter,2016,Dec,23,40000000,26844692,314101190
The Other Boleyn Girl,2008,Feb,29,40000000,26814957,78269970
The House,2017,Jun,30,40000000,25584504,31192425
Sweet November,2001,Feb,16,40000000,25288103,65754228
The Reaping,2007,Apr,5,40000000,25126214,62226214
Season of the Witch,2011,Jan,7,40000000,24827228,91126600
Renaissance Man,1994,Jun,3,40000000,24172899,24172899
Quest for Camelot,1998,May,15,40000000,22772500,38172500
City by the Sea,2002,Sep,6,40000000,22433915,22505932
At First Sight,1999,Jan,15,40000000,22365133,22365133
Mechanic: Resurrection,2016,Aug,25,40000000,21218403,125729635
Torque,2004,Jan,16,40000000,21176322,46176322
Fantastic Mr. Fox,2009,Oct,23,40000000,21002919,47001091
The Happytime Murders,2018,Aug,24,40000000,20706452,27506412
Showgirls,1995,Jan,6,40000000,20350754,37750754
City Hall,1996,Feb,16,40000000,20278055,20278055
Big Miracle,2012,Feb,3,40000000,20157300,25268680
The Impossible,2012,Oct,11,40000000,19019882,169590606
A Thousand Words,2012,Mar,9,40000000,18450127,20790486
Detroit,2017,Jul,28,40000000,16790139,26033563
Marie Antoinette,2006,Oct,20,40000000,15962471,60862471
Hunter Killer,2018,Oct,19,40000000,15767460,29312121
Get Carter,2000,Oct,6,40000000,14967182,19417182
Kiss of Death,1995,Apr,21,40000000,14942422,14942422
Keeping Up with the Joneses,2016,Oct,20,40000000,14904426,28804426
"Life, or Something Like It",2002,Apr,26,40000000,14448589,14448589
Ishtar,1987,May,15,40000000,14375181,14375181
Memoirs of an Invisible Man,1992,Feb,28,40000000,14358033,14358033
Amelia,2009,Oct,23,40000000,14279575,19756077
Cirque du Freak: The Vampire's Assistant,2009,Oct,23,40000000,14046595,39753957
New York Minute,2004,May,7,40000000,14018364,21156715
The Deep End of the Ocean,1999,Mar,12,40000000,13508635,13508635
Alfie,2004,Nov,5,40000000,13395939,35195939
FearDotCom,2002,Aug,30,40000000,13208023,13289290
Soul Men,2008,Nov,7,40000000,12082391,12345883
The Gunman,2015,Feb,19,40000000,10664749,24478613
Universal Soldier II: The Return,1999,Aug,20,40000000,10447421,10717421
Pandorum,2009,Sep,25,40000000,10330853,17033431
Duplex,2003,Sep,26,40000000,9652000,10070651
Paranoia,2013,Aug,16,40000000,7388654,16340767
Raise the Titanic,1980,Aug,1,40000000,7000000,7000000
Baahubali: The Beginning,2015,Jul,9,40000000,6738000,26736665
The Hurricane Heist,2018,Mar,2,40000000,6115824,33222314
Impostor,2002,Jan,4,40000000,6114237,7974607
Victor Frankenstein,2015,Nov,25,40000000,5775076,31124367
The Goldfinch,2019,Sep,12,40000000,5332621,9430149
Extreme Ops,2002,Nov,27,40000000,4835968,12624471
Just Visiting,2001,Apr,6,40000000,4777007,16172200
Snowpiercer,2013,Aug,1,40000000,4563029,86808205
Sunshine,2007,Apr,12,40000000,3688560,32030610
The Hudsucker Proxy,1994,Mar,11,40000000,2816518,14938149
Billy Lynn’s Long Halftime Walk,2016,Nov,9,40000000,1738477,30230402
Pirates,1986,Jul,1,40000000,1641825,6341825
Delgo,2008,Dec,12,40000000,915840,915840
The Hunting Party,2007,Sep,7,40000000,876671,7729552
Alex Rider: Operation Stormbreaker,2006,Oct,13,40000000,659210,20722450
Red Cliff,2009,Nov,20,40000000,627047,119627047
The Last Shot,2004,Sep,24,40000000,463730,463730
Nomad,2007,Mar,16,40000000,79123,79123
The Time Traveler’s Wife,2009,Aug,14,39000000,63414846,102332135
Superman III,1983,Jun,17,39000000,59950623,80200000
Because I Said So,2007,Feb,2,39000000,42674040,69538833
Frankenweenie,2012,Oct,4,39000000,35287788,81150788
Sgt. Bilko,1996,Mar,29,39000000,30356589,37956589
Serenity,2005,Sep,30,39000000,25514517,40319440
Shoot 'Em Up,2007,Sep,7,39000000,12796824,26796824
Against the Ropes,2004,Feb,20,39000000,5881504,6429865
Yi dai zong shi,2013,Jan,8,38600000,6594959,57987299
The Fast and the Furious,2001,Jun,22,38000000,144512310,206458372
Sweet Home Alabama,2002,Sep,27,38000000,127214072,182365114
The Ugly Truth,2009,Jul,24,38000000,88915214,205298907
Spy Kids 2: The Island of Lost Dreams,2002,Aug,7,38000000,85846296,119721296
Star Trek: Generations,1994,Nov,18,38000000,75671262,120000000
Captain Underpants: The First Epic Movie,2017,Jun,2,38000000,73921000,126422949
Paul Blart: Mall Cop 2,2015,Apr,10,38000000,71091594,107650646
Mouse Hunt,1997,Dec,19,38000000,61894591,61894591
Why Him?,2016,Dec,21,38000000,60323786,117425156
Water for Elephants,2011,Apr,22,38000000,58709717,116809717
Life as We Know It,2010,Oct,8,38000000,53374681,105887837
The Hurricane,1999,Dec,29,38000000,50699241,73956241
Riddick,2013,Sep,5,38000000,42025135,94763758
Heartbreakers,2001,Mar,23,38000000,40334024,57753825
Enough,2002,May,24,38000000,39177215,50970660
The 5th Wave,2016,Jan,14,38000000,34912982,111336398
Push,2009,Feb,6,38000000,31811527,49678401
Rush,2013,Sep,13,38000000,26947624,98230839
Angel Eyes,2001,May,18,38000000,24044532,29544532
Joe Somebody,2001,Dec,21,38000000,22770864,24515990
Overlord,2018,Nov,3,38000000,21704844,39178189
The War with Grandpa,2020,Aug,28,38000000,21277892,40228372
The Ninth Gate,2000,Mar,10,38000000,18653746,58394308
Only the Brave,2017,Oct,20,38000000,18340051,24555177
Extreme Measures,1996,Sep,27,38000000,17378193,17378193
The Thing,2011,Oct,14,38000000,16999934,27573078
Rock Star,2001,Sep,7,38000000,16991902,19317765
News of the World,2020,Dec,25,38000000,12668325,12668325
The Kitchen,2019,Aug,9,38000000,12180032,15779653
White Squall,1996,Feb,2,38000000,10229300,10229300
City of Ember,2008,Oct,10,38000000,7873007,17831558
Switchback,1997,Oct,31,38000000,6504442,6504442
The Sisters Brothers,2018,Sep,21,38000000,3143056,14636067
Texas Rangers,2001,Nov,30,38000000,623374,623374
The Upside,2019,Jan,10,37500000,108235497,125818440
What to Expect When You're Expecting,2012,May,17,37500000,41152203,88473016
The Master,2012,Sep,14,37500000,16247159,50879131
The Express,2008,Oct,10,37500000,9793406,9813309
Twilight,2008,Nov,21,37000000,192769854,402280159
We’re the Millers,2013,Aug,7,37000000,150394119,267816276
Creed,2015,Nov,25,37000000,109767581,173567581
The Town,2010,Sep,17,37000000,92186262,152566881
Dolphin Tale,2011,Sep,23,37000000,72286779,96068724
Game Night,2018,Feb,23,37000000,69179066,117378084
Burn After Reading,2008,Sep,12,37000000,60355347,168167798
13 Going On 30,2004,Apr,23,37000000,57139723,97658712
Tyler Perry’s Temptation,2013,Mar,29,37000000,51975354,53143144
Nim's Island,2008,Apr,4,37000000,48006762,101857425
How to be Single,2016,Feb,8,37000000,46843513,100003780
Cop Out,2010,Feb,26,37000000,44875481,55909910
The Rite,2011,Jan,28,37000000,33047633,97143987
Space Chimps,2008,Jul,18,37000000,30105968,67029956
Magnolia,1999,Dec,17,37000000,22450975,48446802
Aloha,2015,May,27,37000000,21052030,25387091
A Star is Born,2018,Oct,5,36000000,215288866,431870523
Gnomeo and Juliet,2011,Feb,11,36000000,99967670,193737977
John Q.,2002,Feb,15,36000000,71026631,102226631
Blue Streak,1999,Sep,17,36000000,68208190,117448157
Never Say Never Again,1983,Oct,7,36000000,55500000,160000000
Hot Tub Time Machine,2010,Mar,26,36000000,50269859,65967750
Breakdown,1997,May,2,36000000,50159144,50159144
Dolphin Tale 2,2014,Sep,12,36000000,42024533,57824533
Collateral Beauty,2016,Dec,16,36000000,31016021,85309093
A Man Apart,2003,Apr,4,36000000,26500000,43797731
Reindeer Games,2000,Feb,25,36000000,23360779,23360779
Snow Falling on Cedars,1999,Dec,24,36000000,14378353,14378353
Ghosts of Mississippi,1996,Dec,20,36000000,13052741,13052741
Gattaca,1997,Oct,24,36000000,12532777,12532777
Isn't She Great,2000,Jan,28,36000000,2954405,2954405
Yip Man 3,2015,Dec,24,36000000,2679437,157300954
There Be Dragons,2011,May,6,36000000,1069334,4020990
Head of State,2003,Mar,28,35200000,37788228,38283765
It,2017,Aug,31,35000000,328828874,701083042
The Hangover,2009,Jun,5,35000000,277322503,465487583
The Blind Side,2009,Nov,20,35000000,255959475,305705794
Batman,1989,Jun,23,35000000,251188924,411348924
Austin Powers: The Spy Who Shagged Me,1999,Jun,10,35000000,206040085,312383487
True Grit,2010,Dec,22,35000000,171243005,252276928
Lethal Weapon 3,1992,May,15,35000000,144731527,319700000
Rush Hour,1998,Sep,18,35000000,141186864,245300000
Identity Thief,2013,Feb,7,35000000,134506920,175361578
The Devil Wears Prada,2006,Jun,30,35000000,124740460,326073155
Horrible Bosses,2011,Jul,8,35000000,117538559,212417601
Spy Kids,2001,Mar,30,35000000,112692062,197692062
Trainwreck,2015,Jul,17,35000000,110212700,141123897
Saving Mr. Banks,2013,Nov,29,35000000,83299761,114962525
Star Trek: The Motion Picture,1979,Dec,7,35000000,82258456,139000000
21,2008,Mar,28,35000000,81159365,159846429
What Happens in Vegas...,2008,May,9,35000000,80277646,218535708
Cape Fear,1991,Nov,15,35000000,79091969,182291969
The English Patient,1996,Nov,15,35000000,78716374,231710008
Hotel for Dogs,2009,Jan,16,35000000,73178547,122357172
Guess Who,2005,Mar,25,35000000,68915888,102115888
This is 40,2012,Dec,20,35000000,67544505,90221182
L.A. Confidential,1997,Sep,19,35000000,64604977,126204977
Sky High,2005,Jul,29,35000000,63939454,83109359
In & Out,1997,Sep,19,35000000,63826569,83226569
A Nightmare on Elm Street,2010,Apr,30,35000000,63075011,117729621
The Cell,2000,Aug,18,35000000,61280963,85911226
Species,1995,Jul,7,35000000,60054449,113354449
The Benchwarmers,2006,Apr,7,35000000,59843754,65063726
Secretariat,2010,Oct,8,35000000,59699513,60376247
The Man in the Iron Mask,1998,Mar,13,35000000,56968169,56968169
Friends with Benefits,2011,Jul,22,35000000,55802754,146595891
Neighbors 2: Sorority Rising,2016,May,5,35000000,55340730,108757621
TMNT,2007,Mar,23,35000000,54149098,96096018
Radio,2003,Oct,24,35000000,52333738,53293628
Sicario: Day of the Soldado,2018,Jun,25,35000000,50065850,76346094
Old Dogs,2009,Nov,25,35000000,49492060,95104304
Malcolm X,1992,Nov,18,35000000,48169910,48169910
Poltergeist,2015,May,20,35000000,47425125,95713069
Goosebumps 2: Haunted Halloween,2018,Oct,10,35000000,46697321,93291478
12 Strong,2018,Jan,16,35000000,45819713,71118378
Underworld 3: Rise of the Lycans,2009,Jan,23,35000000,45802315,89102315
Must Love Dogs,2005,Jul,29,35000000,43894863,58405313
License to Wed,2007,Jul,3,35000000,43799818,70187088
Donnie Brasco,1997,Feb,28,35000000,41954997,65303052
Max Payne,2008,Oct,17,35000000,40689393,87775050
Resident Evil,2002,Mar,15,35000000,40119709,103787401
The Ladykillers,2004,Mar,26,35000000,39692139,77392139
Something Borrowed,2011,May,6,35000000,39046489,65084116
The Nativity Story,2006,Dec,1,35000000,37629831,46309644
In Time,2011,Oct,28,35000000,37553932,165103952
The Back-up Plan,2010,Apr,23,35000000,37490007,75281179
J. Edgar,2011,Nov,9,35000000,37306030,84606030
Bounce,2000,Nov,17,35000000,36805288,53425292
Mile 22,2018,Aug,17,35000000,36108758,66295121
Hot Pursuit,2015,May,8,35000000,34580201,45671512
Concussion,2015,Dec,24,35000000,34531832,50363790
The Foreigner,2017,Sep,29,35000000,34393507,145374099
Closer,2004,Dec,3,35000000,33987757,116148537
Street Fighter,1994,Dec,23,35000000,33423000,99423000
Black Knight,2001,Nov,21,35000000,33422806,33422806
The Bad News Bears,2005,Jul,22,35000000,32868349,33500620
The Pianist,2002,Dec,27,35000000,32519322,111854182
House of Wax,2005,May,6,35000000,32064800,70064800
From Hell,2001,Oct,19,35000000,31598308,68712365
Adrift,2018,Jun,1,35000000,31445011,57897191
Mirrors,2008,Aug,15,35000000,30691439,77220596
Underworld: Blood Wars,2016,Nov,25,35000000,30353973,81209222
Queen of the Damned,2002,Feb,22,35000000,30307804,30307804
Nanny McPhee and the Big Bang,2010,Aug,20,35000000,29197642,97799865
Untraceable,2008,Jan,25,35000000,28687835,52649951
Predator 2,1990,Nov,21,35000000,28317513,54768418
Abduction,2011,Sep,23,35000000,28087155,86648359
Flash Gordon,1980,Dec,5,35000000,27107960,27181521
Superhero Movie,2008,Mar,28,35000000,26638520,73026302
Blast from the Past,1999,Feb,12,35000000,26613620,26613620
Alex Cross,2012,Oct,17,35000000,25888412,35426759
Jersey Girl,2004,Mar,26,35000000,25266129,37066129
Midnight in the Garden of Good and Evil,1997,Nov,21,35000000,25078937,25078937
Bridget Jones’s Baby,2016,Sep,6,35000000,24139805,207298383
Heist,2001,Nov,9,35000000,23483357,28906817
Hoffa,1992,Dec,25,35000000,23365858,28391473
Whiskey Tango Foxtrot,2016,Mar,4,35000000,23083334,25350747
Ella Enchanted,2004,Apr,9,35000000,22913677,24200318
Hitman: Agent 47,2015,Aug,19,35000000,22467450,82182803
Phantom Thread,2017,Dec,25,35000000,21198205,47896721
The X-Files: I Want to Believe,2008,Jul,25,35000000,20982478,68170792
Premium Rush,2012,Aug,23,35000000,20275446,31393201
Broken City,2013,Jan,18,35000000,19701164,37114977
Valiant,2005,Aug,19,35000000,19478106,64188387
Wonder Boys,2000,Feb,23,35000000,19389454,33422485
Cursed,2005,Feb,25,35000000,19294901,25114901
Walk Hard: The Dewey Cox Story,2007,Dec,21,35000000,18317151,20606053
The Four Feathers,2002,Sep,20,35000000,18306166,29882645
Furry Vengeance,2010,Apr,30,35000000,17630465,39340177
Parker,2013,Jan,24,35000000,17616641,48543388
Wimbledon,2004,Sep,17,35000000,16862585,41666476
Bait,2000,Sep,15,35000000,15325127,15471969
Dungeons and Dragons,2000,Dec,8,35000000,15185241,33771965
Lions for Lambs,2007,Nov,9,35000000,14998070,63211088
Flight of the Intruder,1991,Jan,18,35000000,14471440,14471440
The Tree of Life,2011,May,27,35000000,13305665,61721826
American Outlaws,2001,Aug,17,35000000,13264986,13601109
Playing for Keeps,2012,Dec,7,35000000,13103272,27805632
Zoom,2006,Aug,11,35000000,11989328,12506188
The Shipping News,2001,Dec,25,35000000,11405825,24405825
The Young Victoria,2009,Dec,18,35000000,11001272,31878891
Sabotage,2014,Mar,28,35000000,10508518,18376443
Knock Off,1998,Sep,4,35000000,10319915,10319915
Whiteout,2009,Sep,11,35000000,10275638,12254746
Unfinished Business,2015,Mar,5,35000000,10219501,13214051
The Walk,2015,Sep,30,35000000,10161183,61492104
The Fountain,2006,Nov,22,35000000,10144010,15461638
Mandela: Long Walk to Freedom,2013,Nov,28,35000000,8323085,29890402
Punisher: War Zone,2008,Dec,5,35000000,8050977,10157534
The Order,2003,Sep,5,35000000,7659747,11559747
A Good Year,2006,Nov,10,35000000,7459300,42064105
The Brothers Grimsby,2016,Feb,24,35000000,6864016,28720470
The Snowman,2017,Oct,11,35000000,6670765,43164679
Femme Fatale,2002,Nov,6,35000000,6630252,16830252
Warriors of Virtue,1997,May,2,35000000,6448817,6448817
Luther,2003,Sep,26,35000000,5781086,32717063
Biutiful,2011,Jan,28,35000000,5101237,24687524
Radio Flyer,1992,Feb,21,35000000,4651977,4651977
Bound by Honor,1993,Apr,16,35000000,4496583,4496583
A Hologram for the King,2016,Apr,22,35000000,4212494,11846010
Smilla's Sense of Snow,1997,Feb,28,35000000,2221994,2221994
Playing for Keeps,1986,Oct,3,35000000,2000000,2000000
Lion of the Desert,0,,,35000000,1500000,1502136
Le hussard sur le toit,1996,Apr,19,35000000,1320043,1320043
Ride With the Devil,1999,Nov,24,35000000,630779,630779
Stolen,2012,Sep,14,35000000,289773,17967746
Trespass,2011,Oct,14,35000000,16816,786532
The Darkest Hour,2011,Dec,25,34800000,21443494,62831715
Baby Driver,2017,Jun,28,34000000,107825862,228104185
The Maze Runner,2014,Sep,11,34000000,102427862,348319861
The Longest Ride,2015,Apr,9,34000000,37446117,63802928
The Age of Innocence,1993,Sep,17,34000000,32014993,32014993
Gake no ue no Ponyo,2009,Aug,14,34000000,15090399,205162666
The Darkest Minds,2018,Aug,3,34000000,12695691,38361428
Chill Factor,1999,Sep,1,34000000,11263966,11263966
The Astronaut's Wife,1999,Aug,27,34000000,10672566,10672566
I Dreamed of Africa,2000,May,5,34000000,6543194,14291999
Thunder and the House of Magic,2014,May,22,34000000,4091,62582520
Reds,1981,Dec,4,33500000,50000000,50000000
A Few Good Men,1992,Dec,11,33000000,141340178,236500000
Big Momma's House,2000,Jun,2,33000000,117559438,173559438
Exit Wounds,2001,Mar,16,33000000,51758599,79958599
Mike and Dave Need Wedding Dates,2016,Jul,7,33000000,46009673,75898100
Step Up Revolution,2012,Jul,26,33000000,35074677,165552290
Snakes on a Plane,2006,Aug,18,33000000,34020814,62020814
The Punisher,2004,Apr,16,33000000,33664370,54533774
The Watcher,2000,Sep,8,33000000,28946615,47267829
21 Bridges,2019,Nov,22,33000000,28539757,42663460
Unhinged,2020,Jul,16,33000000,20831465,37321536
Safe,2012,Apr,27,33000000,17142080,41495213
Doomsday,2008,Mar,14,33000000,11008770,21621188
Pushing Tin,1999,Apr,23,33000000,8408835,8408835
Goal! The Dream Begins,2006,May,12,33000000,4283255,27610873
The Young and Prodigious T.S. Spivet,2015,Jul,9,33000000,176847,357687
Freaks of Nature,2015,Oct,30,33000000,70958,70958
Star Wars Ep. VI: Return of the Jedi,1983,May,25,32500000,309205079,475106177
